åproduct,MR_id,field-1-label-src,field-1-value,field-2-label-src,field-2-value,field-3-label-src,field-3-value,field-4-label-src,field-4-value,field-5-label-src,field-5-value
"42"" Cypress Wood Pedestal Desk Table Base","MR9692","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Cypress Wood Pedestal Desk Table Base Table A stylish unique work of art; perfect to use as a table or desk base with a glass top. 
This is made of a single piece of naturally grown hardwood. 
Each piece has a uniqueness all its own. 

This ad is for (1) piece; other pieces available","http://www.metroretrofurniture.com/images/pictures/dims.jpg","42"" width x 30"" depth x 29"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(1) Vintage Aluminum Lounge Arm Chair","MR9280","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Industrial age aluminum lounge chair 
Chrome structure with brown arm rest
Blue vinyl cushions","http://www.metroretrofurniture.com/images/pictures/dims.jpg","26.5"" x 33.5"" x 32"" 
seat height 15"" arm height 22""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"1950s Two Drawer Barbers Cabinet","MR9501","http://www.metroretrofurniture.com/images/pictures/descript.jpg","1950`s Two Drawer Barbers Cabinet 

Black formica top 
Two drawers, one with window labeled ""Sterlizer""","http://www.metroretrofurniture.com/images/pictures/dims.jpg","30"" Length x 14.25"" Width x 30"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"Vintage South American Patio Outdoor Lounge Chair PRICE REDUCED","MR9719","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Flamboyant Patio Outdoor Chair","http://www.metroretrofurniture.com/images/pictures/dims.jpg","27.5"" W x 48"" D x 38"" H. Seat height 16"" Arm height 21.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage. Age appropriate wear. Noticeable signs of age and wear.","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"Industrial Age Vintage Metal Slate Dining Table","MR9390","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Industrial Age Vintage Metal Dining Table 

Table Features: 
1 1/2"" Black slate top 
Brushed steel metal 

Chairs Features: 
Brushed steel metal composition 
Screws and bolts detail 

This ad is for table only","http://www.metroretrofurniture.com/images/pictures/dims.jpg","table 
72"" length x 36"" width x 31.75"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage 
age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(2) Vintage Cumberland Pace Collection Lounge Chairs","MR9162","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Cumberland Furniture of Long Island, NY 
Cumberland Furniture was founded over 47 years ago in New York City. Under the ownership first of the Epstein family and then Ozzie Krug, Cumberland designed and manufactured contemporary furniture with classic good looks. 
In 1984, Irving M. Rosen, a founder of Pace Furniture, purchased the company. He brought his unique experience in design and furniture manufacturing to creating a new generation of Cumberland furnishings. Rosen supplemented existing pieces with contemporary designs from European designers. 
Scott F. Gilmore of S. F. Gilmore, Inc., in Grand Rapids, Michigan, purchased Cumberland in 1998. After a period of reorganization, Gilmore has brought Cumberland into a new era that expands Cumberland’s strengths and reputation while keeping its heritage in clear view. 
Between 1998 and 2002, Scott and his staff brought the Cumberland product line in-house and worked to restore the heritage of the Cumberland name by modifying and reproducing the company’s old designs. In 2003, Cumberland Furniture partnered with Gary Lee Partners, a respected Chicago-based design firm, to restore the sophistication of the Cumberland product line.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Pair of Vintage Cumberland Pace Collection","http://www.metroretrofurniture.com/images/pictures/dims.jpg","26"" width x 28"" depth x 39"" height 
seat height 21.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Upholstery >Excellent","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"5-6.6ft Milo Baughman Thayer Coggin Dining Chrome Table SOLD","MR9702","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Thayer Coggin 
Thayer Coggin is known as one of the fine names in residential furniture manufacturing. Entering into business in 1953, Thayer Coggin carved out an identity in the home furnishings market through a commitment to modern, classic design.Through founder Thayer Coggin`s vision, and Milo Baughman`s creations, a Distinguished Design Award honoree, Thayer Coggin has amassed a highly original collection of furniture. Now approaching its fifth decade of furniture manufacturing, Thayer Coggin is poised to maintain its position of prominence into the next century. For Thayer Coggin, very simply, creativity and purpose spell success.","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Milo Baughman
Milo Baughman (1925-) is one of the most significant, distinctly American designers to leave his mark on the latter half of the 20th Century. Baughman`s résumé includes work created for Calif-Asia, Mode Furniture, Glenn of California, The Inco Company, Pacific Iron, Winchendon and Drexel, among many others. He also taught and wrote prolifically on the state of modern design, helping early on to define the concept of Good Design with his signature critical levity.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","5-6.6ft Milo Baughman Thayer Coggin Dining Table 20"" Leaf 

Mirrored chrome frame with lattice glass top 
Includes two leaves: 
20"" framed glass leaf 
20"" glass leaf","http://www.metroretrofurniture.com/images/pictures/dims.jpg","60-80"" Length x 38"" Width x 28"" Height 
Leaves: 20"" Length x 36"" Width","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage"
"(1) Vintage Knoll Saarinen Dining Side Chair Wood Legs","MR9626","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Knoll International","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Eero Saarinen 
Saarinen began his career as a student at Yale University and after travels and studies in Europe returned to the U.S. and taught for a brief period at Cranbrook. Cranbrook was founded by publisher George C. Booth and Eliel Saarinen in 1927 and Saarinen became Director in 1932. Two of its graduates were Charles Eames and Florence Schust Knoll. Saarinen and Eames collaborated on various projects, culminating in a range of furniture that won first prize at an exhibition held at the Museum of Modern Art in New York in 1940 entitled, ""Organic Design in Home Furnishings."" After 1946, however Eames went to work for Herman Miller; Saarinen became associated with Knoll Associates. A number of Saarinen`s chairs for Knoll were to become landmarks in the history of 20th century design","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(1) Knoll Saarinen Dining Armless Side Chair","http://www.metroretrofurniture.com/images/pictures/dims.jpg","22"" Width x 22"" Depth x 30"" Height 
Seat Height 18""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage 
Age Appropriate Wear 
Reupholstering Available 
Cost Reupholstering and Cushion Replacement $200 
Customer Supplies Fabric. 2.9 yds per chair is needed. 
Please ensure fabric recommended."
"(6) Vintage Italian Dining Side Chairs Gio Ponti Style SOLD","MR9709","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Set of Six Italian Dining Chairs in the Manner of 
Gio Ponti","http://www.metroretrofurniture.com/images/pictures/dims.jpg","17"" width x 21"" depth x 40"" height 
seat height 18.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage 
Age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click Here for Shipping Options    Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(6) Knoll Saarinen Swivel Dining Tulip Chairs","MR9849","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Knoll","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Eero Saarinen

Saarinen began his career as a student at Yale University and after travels and studies in Europe returned to the U.S. and taught for a brief period at Cranbrook. Cranbrook was founded by publisher George C. Booth and Eliel Saarinen in 1927 and Saarinen became Director in 1932. Two of its graduates were Charles Eames and Florence Schust Knoll. Saarinen and Eames collaborated on various projects, culminating in a range of furniture that won first prize at an exhibition held at the Museum of Modern Art in New York in 1940 entitled, ""Organic Design in Home Furnishings."" After 1946, however Eames went to work for Herman Miller; Saarinen became associated with Knoll Associates. A number of Saarinen`s chairs for Knoll were to become landmarks in the history of 20th century design","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Knoll Saarinen Swivel Dining Tulip Chairs","http://www.metroretrofurniture.com/images/pictures/dims.jpg","20"" Width x 21"" Depth x 32"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage. Age appropriate wear"
"129"" 1960s Kopenhavn Noral Olson Wall Mounted Unit","MR9473","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Kopenhavn","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Noral Olson","http://www.metroretrofurniture.com/images/pictures/descript.jpg","129"" 1960s Kopenhavn Noral Olson Wall Mounted Unit 

Wall mounted unit. Four sections 
(13) shlves 8” deep (1) shelf 12” deep 
One double door storage unit 
One drawer unit","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Four sections 32” wide each. Overall 129” wide, currently 84” high. 13 shelves 8” deep, 1 shelf, 12” deep, one double door storage unit 32” wide, 20” high, 16.75” deep. One drawer unit 32” wide, 14” high, 17.5” deep.","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage condition with age appropriate wear"
"(1) Knoll Mies Van Der Rohe Stainless Flat Brno Chairs","MR9796","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","KNOLL","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Ludwig Mies van der Rohe
Mies van der Rohe began his career in architecture in Berlin, working as an architect first in the studio of Bruno Paul and then, like Le Corbusier and Walter Gropius, Peter Behrens. In the mid-1920s, he began to design furniture, pieces that he conceived and created for particular interiors. In 1927, he met Lilly Reich, a Bauhaus alumnus who collaborated with Mies on his first versions of a cantilevered chair with a tubular steel frame. The cantilevered chair had a curved frame that exploited the aesthetic, as well as the structural possibilities of this material. Their experiments culminated in the virtuoso Brno chair designed between 1929 and 1930 with a chromed flat steel frame.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Van Der Rohe Brno Chairs

The first and still the most elegant of its kind, the Brno Chair by Mies van der Rohe is a masterpiece of structure. Designed in 1930 for the Tugendhat House in Brno, Czechoslovakia. Brilliance of form and function shown in the construction of these chairs represents the beginnings of an intensely creative period in architecture known as the ""Bauhaus"" period. 

Green Suede Fabric Upholstery with padded arms
Stainless steel Flat Bar Base
Very Heavy And Well Constructed","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Width 22.75"" x Depth 22.5"" x Height 31.5"" 
Seat Height 17.5"" Arm Height 25.75""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage. Age Appropriate Wear"
"28"" Cypress Wood Coffee Side End Table Bench","MR9190","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Cypress Wood Coffee Side Table/ Bench

A stylish unique work of art; wood table/ seating. 
This is made of a single piece of naturally grown hardwood. 
Each piece has a uniqueness all its own. 

This ad is for (1) piece; multiple available 
click here","http://www.metroretrofurniture.com/images/pictures/dims.jpg","28"" width x 18"" depth x 23"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options    Please Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"54"" Vintage Walnut Two Tier Coffee Table","MR9843","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Walnut Two Tier Coffee Table 
Walnut construction 
Tapered legs 
Second level perfect for your magazines and books","http://www.metroretrofurniture.com/images/pictures/dims.jpg","54"" width x 20.5"" depth x 15"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(12) Herman Miller Aluminum Group Management Leather Chairs","MR9469","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Herman Miller","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Charles and Ray Eames 
Charles and Ray married in 1941 and moved to California where they continued their furniture design work with molding plywood. During the war they were commissioned by the Navy to produce molded plywood splints, stretchers and experimental glider shells. In 1946, Evans Products began producing the Eameses` molded plywood furniture. The influential architectural critic Esther McCoy called their molded plywood chair “the chair of the century”. Soon production was taken over by Herman Miller, Inc., who continues to produce the furniture in the United States to this day. Another company, Vitra International, manufactures the furniture in Europe. The Eameses continued to create new furniture designs into the 1970s. 
Examples include the molded plastic or fiberglass chairs from the early 1950s and the famous Lounge Chair and Ottoman from 1956. Sturdy, comfortable and elegant office furniture was created in the 1960s, as well as seating designed for Dulles and O`Hare Airports. This Tandem Sling Seating is still in use in airports around the world today.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(12) Herman Miller Eames Aluminum Group Management Chairs Set 

1958 Design 
The Aluminum Group chairs were originally developed in 1958 as a special project by Charles and Ray Eames for a private residence being designed by Eero Saarinen and Alexander Girard. The seat-back suspension was a major technical achievement and represented a departure from the concept of the chair as a solid shell. 

Features 
Cast-Aluminum Side Ribs 
5-Star Base on casters 
Swivel and tilt seat 
Brown Leather Upholstery 
Ribbed Intervals for a Clean, Refined Appearance","http://www.metroretrofurniture.com/images/pictures/dims.jpg","23"" Width x 22"" Depth x 34"" Height 
Seat Height 17.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good to Excellent"
"Vintage Scandinavian Dining Table & (8) Skovby Chairs REDUCED PRICE","MR9116","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Skovby 
Skovby is a Danish manufacturer of quality Scandinavian furniture . Founded in 1933 the company is family owned and carries on the traditions and craftsmanship established seventy years ago using advanced, modern production technologies. Their furniture is made to offer form, function and quality and meets the international environmental requirements and comply with the European E1 standards.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Scandinavian Dining Table","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Table 
55"" long with leaf out x 34"" wide x 28.75"" high","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"9ft Vintage John Mortensen for Heltborg Møbelfabrik Danish Rosewood Dining Conference Table","MR9924","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Heltborg Møbelfabrik","http://www.metroretrofurniture.com/images/pictures/designer.jpg","John Mortensen","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Danish Rosewood Extension Dining Conference Table 
Solid rosewood runners with two generous leaves allow this table to expands up to 10 chairs. 
This ad is for extension table only 
Complimentary chairs and sideboard available separately","http://www.metroretrofurniture.com/images/pictures/dims.jpg","74"" extends to 114"" width x 48"" depth x 28"" height 
(2) 20"" leaves","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good All Original Condition"
"9ft Vintage Italian Wood Display Console Table Cabinet SOLD","MR9290","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Wood Console Table Cabinet 

Italy 
Wood construction with glass top. 
Black splayed legs with bronze caps. 
Drawers for storage. 
This cabinet is from 3rd generation leather purse shop. 
Other matching pieces available","http://www.metroretrofurniture.com/images/pictures/dims.jpg","110"" length 16"" depth x 35"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage 
age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(2) Vintage Candle Wall Sconces Peter Pepper Products","MR9240","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Peter Pepper Products","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Pair Candle Wall Sconces Peter Pepper Product 
USA 
1950`s 
Pair of California design candle wall sconce manufactured for Peter Pepper Product. 
Maybe designed by Gaylord Ortman. 
Candle holders are solid walnut painted in an original antique gold, off white and black.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","4"" width x 30"" height 
4"" depth","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage 
age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","US Mail $50 Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"8ft x 9ft Modern Hand Woven Wool Indian Rug","MR9395","http://www.metroretrofurniture.com/images/pictures/descript.jpg","8x 9ft Genuine Hand Woven Rug 

Style: NEPALI","http://www.metroretrofurniture.com/images/pictures/dims.jpg","8ft in x 119in","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage 
The difference in color in the first picture is due to a shadow.","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"4ft NEW Ligne Roset Contours Sideboard Cabinet ELEPHANT LACQUER","MR9887","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Ligne Roset
 
Since 1860
 
In post-war 1950 Antoine’s grandson, Jean, quickly shifted the focus of the company- which now employed 50 people-to contract furniture. Tables, chairs and beds were produced for commercial usage and were utilized in a variety of institutions, including schools, universities, hospitals and retirement homes. Intense growth soon followed and, 10 years later, Jean Roset entered the domestic market.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Ligne Roset Contours Entertainment Center/ Sideboard Cabinet with Glass Top
(3) Spacious Drawers

Includes top glass","http://www.metroretrofurniture.com/images/pictures/dims.jpg","50.25"" Width x 17.75"" Depth x 29.25"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent - New","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options
  
 
Preparation, Timing and Shipment
Please Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.
If Item needs restoration additional time will be required
(Determined by item or items being refinished or reupholstered)
 
International Shipping  
When requesting international shipping rates, please allow Us 3 to 5 Days to Quote
Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"Vintage Metal Outdoor Woodard Patio Set Pinecrest Collection circa 1958 SOLD","MR9894","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Lee Woodwards and Son`s","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Russell Woodward","http://www.metroretrofurniture.com/images/pictures/descript.jpg","3-Piece Vintage Metal Outdoor Patio Set 
Woodard Pinecrest Collection circa 1958","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Table: 25.5"" Square x 12"" Height 
Chairs: 28.5"" W x 19.5"" D x 29"" H. Seat height 12.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage. Age appropriate wear."
"32"" Paul Frankl Style Bamboo Art Deco Wall Mirror","MR9780","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","RITTS CO. TROPITAN","http://www.metroretrofurniture.com/images/pictures/descript.jpg","32"" Vintage Paul Frankl Style Bamboo Art Deco Wall Mirror","http://www.metroretrofurniture.com/images/pictures/dims.jpg","31.5"" Diameter x 7.5"" Depth","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good original vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered)International Shipping When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"4 Piece Vintage Art Deco Metal Outdoor Patio Set","MR9728","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Art Deco Metal Outdoor Patio Set 

Metal Outdoor table (3) side chairs","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Table: 22"" Length x 14"" Width x 20"" Height 
Side chairs: 16"" W x 19.5"" D x 33"" H. Seat height 17""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage. Age appropriate wear.","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(1) 8"" Block Erika Lagerbielke Orrefors Crystal Artwork","MR9569","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Orrefors 
The Swedish glass industry was born about 250 years ago, not far from Orrefors - only about 20 kilometers as the crow flies. In the summer of 1742 the first glassworks, warehouse, potash furnace and smithy were inaugurated in which is now the small village of Kosta. 
Handblown glass has thus been produced in this part of Sweden for more than two and a half centuries. The story of Orrefors begins with Iron and the forest. As early as 1726, Lars Johan Silversparre received permission to build a furnace and a smithy at ""the beautiful river that flows into Lake Orrenas"". The iron works was given the name Orrefors, which means ""the Orre waterfall"". 
In the early years, output comprised both simple types of glassware, such as jars, table glass, lampshades and perfume vials, and large pieces. Expertise in more complex technology was acquired by recruiting workers from other glassworks, such as Kosta, and from the Continent. A group of skilled craftsmen rapidly collected around Orrefors, and in a short time the glassworks acquired the expertise that paved the way for its future success.","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Erika Lagerbielke 
After studies in industrial design at the College of Arts, Crafts and Design in Stockholm, which included winning a coveted Orrefors scholarship year in 1982, Erika Lagerbielke committed her special talents to the company. For more than two decades, she has designed glass for Orrefors that wins praise from critics and collectors alike. Erika has produced a body of work in sculpture, art and functional glass collections that connect the enduring Orrefors traditions of elegance and innovation in design with contemporary styles and tastes: rich color and bold cut detail are characteristic of her designs. Among Erika`s major artistic successes are her Intermezzo, Merlot and Difference stemware, all of which have won Excellent Swedish Design awards. Her work is in the permanent collections of the National Museum of Fine Arts, Stockholm; Rohasska Museum of Applied Arts and other collections worldwide.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(1) 8"" Block Erika Lagerbielke Orrefors Sculpture Crystal 

Flower and leaves design","http://www.metroretrofurniture.com/images/pictures/dims.jpg","8"" Width x 4"" Depth x 8"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage"
"(2) Vintage Italian Lounge Arm Chairs Set SOLD","MR9519","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Pair Vintage Italian High Back Lounge Chairs Set 

Italian design 
Oatmeal color fabric upholstery 
Bronzed capped tapered wood legs 
This set is a classic example of contemporary style 

This ad is for (2) lounge chairs","http://www.metroretrofurniture.com/images/pictures/dims.jpg","32"" width x 34.5"" depth x 33"" height 
18.5"" seat height 
25"" arm height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage 
Age Appropriate Wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click Here for Shipping Options    Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
